"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.562307358E1,-1.490524292E1,-9.391418457E0,-3.035601807E1,3.509776118E1
1.563313158E1,-1.507008362E1,-9.546546936E0,-3.041055298E1,3.525685339E1
1.564319058E1,-1.501710510E1,-9.759883881E0,-3.034915161E1,3.523974720E1
1.565324958E1,-1.525413513E1,-9.761295319E0,-3.093740845E1,3.584821845E1
1.566330758E1,-1.511946106E1,-9.722793579E0,-3.044546509E1,3.535614744E1
1.567336658E1,-1.507041931E1,-9.905136108E0,-3.022891235E1,3.519966479E1
1.568342458E1,-1.519842529E1,-9.924839020E0,-3.003710938E1,3.509590433E1
1.569348358E1,-1.523365784E1,-9.849002838E0,-2.992114258E1,3.499059818E1
1.570354158E1,-1.534762573E1,-1.000602722E1,-3.032080078E1,3.542627777E1
1.571360058E1,-1.569638062E1,-1.024234772E1,-2.988546753E1,3.527638333E1
1.572365858E1,-1.553450012E1,-1.033255386E1,-2.986856079E1,3.521666207E1
1.573371758E1,-1.600807190E1,-1.065797806E1,-2.995697021E1,3.559874895E1
1.574377658E1,-1.622621155E1,-1.066073608E1,-3.004031372E1,3.576816578E1
1.575383458E1,-1.628543091E1,-1.106027222E1,-3.008822632E1,3.595617116E1
1.576389358E1,-1.648809814E1,-1.098633957E1,-2.991143799E1,3.587828257E1
1.577395158E1,-1.662013245E1,-1.139576721E1,-2.972402954E1,3.591114374E1
1.578401058E1,-1.655310059E1,-1.156011963E1,-2.962911987E1,3.585423614E1
1.579406858E1,-1.635406494E1,-1.154251099E1,-2.921096802E1,3.541137744E1
1.580412758E1,-1.654992676E1,-1.203179932E1,-2.900588989E1,3.549656207E1
1.581418658E1,-1.677827454E1,-1.217645645E1,-2.872195435E1,3.542212938E1
1.582424458E1,-1.665805054E1,-1.260000610E1,-2.918499756E1,3.588892425E1
1.583430358E1,-1.649928284E1,-1.298770905E1,-2.875292969E1,3.560390268E1
1.584436158E1,-1.662881470E1,-1.301507187E1,-2.896176147E1,3.584261712E1
1.585442058E1,-1.699171448E1,-1.349529266E1,-2.905606079E1,3.626425173E1
1.586447858E1,-1.687089539E1,-1.347100830E1,-2.889678955E1,3.607103578E1
1.587453758E1,-1.685649109E1,-1.356800842E1,-2.866122437E1,3.591236454E1
1.588459658E1,-1.707539368E1,-1.390331650E1,-2.901397705E1,3.642364813E1
1.589465458E1,-1.692182922E1,-1.412115860E1,-2.858328247E1,3.609375931E1
1.590471358E1,-1.700691223E1,-1.422490311E1,-2.857034302E1,3.616417332E1
1.591477158E1,-1.681781006E1,-1.401985550E1,-2.840200806E1,3.586180622E1
1.592483058E1,-1.704733276E1,-1.416831970E1,-2.830371094E1,3.595070083E1
1.593488858E1,-1.695783997E1,-1.432167816E1,-2.815707397E1,3.585386474E1
1.594494758E1,-1.710426331E1,-1.460985565E1,-2.871685791E1,3.647823507E1
1.595500558E1,-1.749493408E1,-1.466373062E1,-2.852774048E1,3.653668966E1
1.596506458E1,-1.758845520E1,-1.481985855E1,-2.823037720E1,3.641340633E1
1.597512358E1,-1.760162354E1,-1.508396912E1,-2.824935913E1,3.654270880E1
1.598518158E1,-1.726547241E1,-1.523258972E1,-2.824597168E1,3.644122999E1
1.599524058E1,-1.723992920E1,-1.535585403E1,-2.811288452E1,3.637790109E1
1.600529858E1,-1.716029358E1,-1.536380005E1,-2.818560791E1,3.639986979E1
1.601535758E1,-1.717420959E1,-1.547239304E1,-2.780511475E1,3.615899373E1
1.602541558E1,-1.699708557E1,-1.603865051E1,-2.764953613E1,3.620270814E1
1.603547458E1,-1.719313049E1,-1.618827438E1,-2.766284180E1,3.637164802E1
1.604553358E1,-1.731416321E1,-1.654927063E1,-2.799682617E1,3.684400741E1
1.605559158E1,-1.722665405E1,-1.668074417E1,-2.828320312E1,3.708024292E1
1.606565058E1,-1.699415588E1,-1.681424332E1,-2.804623413E1,3.685256248E1
1.607570858E1,-1.699598694E1,-1.701552200E1,-2.817086792E1,3.704037473E1
1.608576758E1,-1.688217163E1,-1.729312515E1,-2.784292603E1,3.686852894E1
1.609582558E1,-1.689016724E1,-1.775113678E1,-2.791586304E1,3.714399030E1
1.610588458E1,-1.682467651E1,-1.767039490E1,-2.770330811E1,3.691592984E1
1.611594258E1,-1.650991821E1,-1.774393463E1,-2.769757080E1,3.680461987E1
1.612600158E1,-1.667715454E1,-1.817232895E1,-2.775076294E1,3.712769676E1
1.613606058E1,-1.647569275E1,-1.837124252E1,-2.789199829E1,3.724130197E1
1.614611858E1,-1.632463074E1,-1.848929214E1,-2.749166870E1,3.693425701E1
1.615617758E1,-1.662332153E1,-1.884541321E1,-2.787634277E1,3.753098592E1
1.616623558E1,-1.636882019E1,-1.899808502E1,-2.775527954E1,3.740616328E1
1.617629458E1,-1.648519897E1,-1.928109741E1,-2.750680542E1,3.741853614E1
1.618635258E1,-1.651547241E1,-1.945585251E1,-2.767837524E1,3.764815377E1
1.619641158E1,-1.651875305E1,-1.979046249E1,-2.761129761E1,3.777453327E1
1.620647058E1,-1.613647461E1,-1.998868942E1,-2.721380615E1,3.742358565E1
1.621652858E1,-1.612376404E1,-1.987737274E1,-2.723379517E1,3.737332355E1
1.622658746E1,-1.607112122E1,-1.996241379E1,-2.749066162E1,3.758344553E1
1.623664546E1,-1.610975647E1,-1.977767563E1,-2.754000854E1,3.753841735E1
1.624670446E1,-1.618716431E1,-1.980610275E1,-2.767373657E1,3.768476735E1
1.625676246E1,-1.617694092E1,-2.017315674E1,-2.757363892E1,3.780152422E1
1.626682146E1,-1.587162781E1,-2.038497162E1,-2.766644287E1,3.785350312E1
1.627688046E1,-1.570703125E1,-2.049873352E1,-2.761148071E1,3.780612085E1
1.628693846E1,-1.553561401E1,-2.086938477E1,-2.765176392E1,3.796717755E1
1.629699746E1,-1.565034485E1,-2.094033813E1,-2.761724854E1,3.802819312E1
1.630705546E1,-1.578172302E1,-2.120904541E1,-2.755505371E1,3.818595781E1
1.631711446E1,-1.571929932E1,-2.115542603E1,-2.724557495E1,3.790738418E1
1.632717246E1,-1.534594727E1,-2.135228348E1,-2.718417358E1,3.782059493E1
1.633723146E1,-1.539410400E1,-2.120341873E1,-2.737292480E1,3.789248496E1
1.634728946E1,-1.541441345E1,-2.155827332E1,-2.763977051E1,3.829256069E1
1.635734846E1,-1.535186768E1,-2.142440033E1,-2.774810791E1,3.827064493E1
1.636740746E1,-1.540312195E1,-2.167325592E1,-2.740695190E1,3.818543179E1
1.637746546E1,-1.539781189E1,-2.167461395E1,-2.722122192E1,3.805097139E1
1.638752446E1,-1.511900330E1,-2.179098511E1,-2.759652710E1,3.827531320E1
1.639758246E1,-1.494343567E1,-2.201465225E1,-2.698709106E1,3.789794543E1
1.640764146E1,-1.482728577E1,-2.210146332E1,-2.679888916E1,3.776908186E1
1.641769946E1,-1.480114746E1,-2.217570877E1,-2.729400635E1,3.815493164E1
1.642775846E1,-1.450450134E1,-2.236540604E1,-2.719885254E1,3.808371733E1
1.643781746E1,-1.434693909E1,-2.259662628E1,-2.732888794E1,3.825323903E1
1.644787546E1,-1.431147766E1,-2.275720596E1,-2.709426880E1,3.816815712E1
1.645793446E1,-1.423072815E1,-2.298040390E1,-2.742889404E1,3.850917833E1
1.646799246E1,-1.411676025E1,-2.298630142E1,-2.754495239E1,3.855356502E1
1.647805146E1,-1.364704895E1,-2.302637100E1,-2.702282715E1,3.803536372E1
1.648810946E1,-1.357980347E1,-2.325623703E1,-2.719061279E1,3.827000192E1
1.649816846E1,-1.331221008E1,-2.327337646E1,-2.757354736E1,3.845992074E1
1.650822646E1,-1.311026001E1,-2.347826004E1,-2.743435669E1,3.841551170E1
1.651828546E1,-1.323478699E1,-2.383246994E1,-2.696017456E1,3.834054280E1
1.652834446E1,-1.306710815E1,-2.352700043E1,-2.678057861E1,3.796667559E1
1.653840246E1,-1.274958801E1,-2.365701675E1,-2.728182983E1,3.829496932E1
1.654846146E1,-1.262812805E1,-2.391451263E1,-2.727246094E1,3.840782027E1
1.655851946E1,-1.240664673E1,-2.427773666E1,-2.746649170E1,3.870066597E1
1.656857846E1,-1.224421692E1,-2.423692322E1,-2.742282104E1,3.859223250E1
1.657863646E1,-1.217109680E1,-2.408137131E1,-2.719732666E1,3.831112918E1
1.658869546E1,-1.176130676E1,-2.430626678E1,-2.677102661E1,3.802381895E1
1.659875446E1,-1.142768860E1,-2.478470993E1,-2.687200928E1,3.830115919E1
1.660881246E1,-1.132514954E1,-2.487587357E1,-2.736370850E1,3.867609908E1
1.661887146E1,-1.128823853E1,-2.502773285E1,-2.723526001E1,3.867261471E1
1.662892946E1,-1.103520203E1,-2.493527985E1,-2.753536987E1,3.875229617E1
1.663898846E1,-1.070494080E1,-2.518025208E1,-2.789208984E1,3.907185084E1
1.664904646E1,-1.045082092E1,-2.536871719E1,-2.758139038E1,3.890404305E1
1.665910546E1,-1.012635803E1,-2.551338577E1,-2.763708496E1,3.895233556E1
1.666916446E1,-9.741775513E0,-2.572491455E1,-2.756399536E1,3.894158778E1
1.667922246E1,-9.461608887E0,-2.584395218E1,-2.718222046E1,3.868210201E1
1.668928146E1,-9.320358276E0,-2.598186111E1,-2.717852783E1,3.873756007E1
1.669933946E1,-9.221298218E0,-2.631480789E1,-2.713034058E1,3.890445778E1
1.670939846E1,-8.942886353E0,-2.628772354E1,-2.688430786E1,3.864952308E1
1.671945646E1,-8.635482788E0,-2.662879181E1,-2.645852661E1,3.851905693E1
1.672951546E1,-8.293365479E0,-2.676575089E1,-2.656472778E1,3.861178698E1
1.673957346E1,-8.101150513E0,-2.694760895E1,-2.671813965E1,3.880285111E1
1.674963246E1,-7.900543213E0,-2.698659515E1,-2.636172485E1,3.854394166E1
1.675969146E1,-7.976165771E0,-2.692225266E1,-2.626324463E1,3.844717060E1
1.676974946E1,-7.496719360E0,-2.724606705E1,-2.646578979E1,3.871675348E1
1.677980846E1,-7.283340454E0,-2.745397186E1,-2.657650757E1,3.889830811E1
1.678986646E1,-7.137252808E0,-2.755400085E1,-2.639169312E1,3.881603800E1
1.679992546E1,-6.781433105E0,-2.799715805E1,-2.632138062E1,3.902106830E1
1.680998346E1,-6.296539307E0,-2.805905533E1,-2.660235596E1,3.917451130E1
1.682004246E1,-5.903869629E0,-2.821410370E1,-2.638537598E1,3.907786316E1
1.683010146E1,-5.655471802E0,-2.798823547E1,-2.681912231E1,3.917385618E1
1.684015946E1,-5.151489258E0,-2.837521744E1,-2.651770020E1,3.917753476E1
1.685021846E1,-4.936874390E0,-2.852549362E1,-2.690786743E1,3.952353533E1
1.686027646E1,-4.474899292E0,-2.838078308E1,-2.650833130E1,3.909200942E1
1.687033546E1,-4.162124634E0,-2.865868378E1,-2.618292236E1,3.904086142E1
1.688039346E1,-3.754852295E0,-2.855903625E1,-2.614694214E1,3.890218568E1
1.689045246E1,-3.659683228E0,-2.859258270E1,-2.619216919E1,3.894815520E1
1.690051046E1,-3.344726562E0,-2.871702957E1,-2.610131836E1,3.895040184E1
1.691056946E1,-3.215530396E0,-2.896628189E1,-2.612295532E1,3.913813891E1
1.692062846E1,-2.960189819E0,-2.919661713E1,-2.629083252E1,3.940067322E1
1.693068646E1,-2.869247437E0,-2.917019653E1,-2.622436523E1,3.933001753E1
1.694074546E1,-2.615020752E0,-2.909439468E1,-2.613009644E1,3.919316363E1
1.695080346E1,-2.623092651E0,-2.909421539E1,-2.607330322E1,3.915572915E1
1.696086246E1,-2.413742065E0,-2.945747375E1,-2.575088501E1,3.920047180E1
1.697092046E1,-2.122528076E0,-2.937693405E1,-2.595397949E1,3.925708129E1
1.698097946E1,-1.951263428E0,-2.919864655E1,-2.596746826E1,3.912387758E1
1.699103846E1,-1.880004883E0,-2.904855728E1,-2.611886597E1,3.910943950E1
1.700109646E1,-1.502655029E0,-2.920147705E1,-2.590225220E1,3.906290956E1
1.701115546E1,-1.463699341E0,-2.924014282E1,-2.612591553E1,3.923890710E1
1.702121346E1,-1.125396729E0,-2.942517853E1,-2.646463013E1,3.959146748E1
1.703127246E1,-1.025802612E0,-2.921043396E1,-2.616293335E1,3.922755160E1
1.704133046E1,-8.242950439E-1,-2.926205444E1,-2.626919556E1,3.933214878E1
1.705138946E1,-6.648864746E-1,-2.931206131E1,-2.625750732E1,3.935855311E1
1.706144746E1,-5.580291748E-1,-2.931678391E1,-2.640823364E1,3.946112035E1
1.707150646E1,-5.021820068E-1,-2.939548111E1,-2.647384644E1,3.956274815E1
1.708156546E1,-1.082916260E-1,-2.936497879E1,-2.618481445E1,3.934410012E1
1.709162346E1,-1.448516846E-1,-2.952641296E1,-2.629177856E1,3.953590349E1
1.710168246E1,-8.641052246E-2,-2.929735184E1,-2.651373291E1,3.951354609E1
1.711174046E1,1.468048096E-1,-2.897040558E1,-2.657183838E1,3.931117584E1
1.712179946E1,4.291381836E-1,-2.905226898E1,-2.689245605E1,3.959068938E1
1.713185746E1,4.645996094E-1,-2.908927917E1,-2.661001587E1,3.942708410E1
1.714191646E1,7.756042480E-1,-2.918505478E1,-2.683627319E1,3.965544784E1
1.715197546E1,9.488830566E-1,-2.902759552E1,-2.699362183E1,3.965043884E1
1.716203346E1,9.124450684E-1,-2.893355942E1,-2.695117188E1,3.955185308E1
1.717209246E1,8.503875732E-1,-2.897670364E1,-2.735046387E1,3.985499199E1
1.718215046E1,1.164245605E0,-2.908050156E1,-2.726409912E1,3.987934477E1
1.719220946E1,1.433929443E0,-2.883971024E1,-2.754342651E1,3.990520498E1
1.720226746E1,1.775756836E0,-2.885963821E1,-2.753884888E1,3.993019193E1
1.721232646E1,1.887680054E0,-2.862298584E1,-2.750619507E1,3.974203595E1
1.722238546E1,2.122924805E0,-2.858719254E1,-2.791677856E1,4.001350912E1
1.723244383E1,2.331970215E0,-2.841891861E1,-2.817138672E1,4.008366313E1
1.724250283E1,2.484680176E0,-2.841411209E1,-2.792388916E1,3.991589893E1
1.725256083E1,2.449005127E0,-2.844793701E1,-2.801293945E1,4.000009404E1
1.726261983E1,2.970474243E0,-2.863784409E1,-2.781881714E1,4.003543953E1
1.727267783E1,2.862274170E0,-2.858231735E1,-2.802847290E1,4.013398525E1
1.728273683E1,3.015014648E0,-2.855550003E1,-2.827392578E1,4.029791278E1
1.729279583E1,3.102340698E0,-2.833854294E1,-2.825863647E1,4.014035462E1
1.730285383E1,3.118652344E0,-2.847904587E1,-2.800942993E1,4.006632265E1
1.731291283E1,3.460418701E0,-2.841267014E1,-2.819372559E1,4.017636724E1
1.732297083E1,3.184051514E0,-2.854722214E1,-2.876715088E1,4.065256505E1
1.733302983E1,3.305343628E0,-2.853662491E1,-2.837542725E1,4.037857265E1
1.734308783E1,3.406112671E0,-2.849309921E1,-2.871881104E1,4.059837944E1
1.735314683E1,3.533142090E0,-2.822454834E1,-2.892840576E1,4.057044345E1
1.736320483E1,4.099670410E0,-2.813808441E1,-2.879208374E1,4.046656865E1
1.737326383E1,3.977111816E0,-2.811531830E1,-2.895574951E1,4.055519660E1
1.738332283E1,4.362869263E0,-2.809718323E1,-2.930502319E1,4.083222646E1
1.739338083E1,4.510559082E0,-2.813271332E1,-2.896679688E1,4.063089986E1
1.740343983E1,4.550796509E0,-2.794660187E1,-2.873287964E1,4.033981504E1
1.741349783E1,4.796768188E0,-2.793914032E1,-2.873605347E1,4.036539750E1
1.742355683E1,4.881607056E0,-2.819094467E1,-2.871124268E1,4.053263999E1
1.743361483E1,4.699157715E0,-2.818104553E1,-2.899032593E1,4.070248651E1
1.744367383E1,4.824615479E0,-2.807892609E1,-2.925531006E1,4.083596664E1
1.745373283E1,4.697891235E0,-2.837237549E1,-2.912335205E1,4.092959208E1
1.746379083E1,4.747283936E0,-2.821667099E1,-2.904553223E1,4.077205132E1
1.747384983E1,5.081680298E0,-2.822502518E1,-2.898001099E1,4.077151650E1
1.748390783E1,5.428955078E0,-2.835147476E1,-2.921057129E1,4.106747070E1
1.749396683E1,5.480209351E0,-2.827473450E1,-2.924789429E1,4.104793083E1
1.750402483E1,5.387878418E0,-2.825419998E1,-2.899807739E1,4.084381891E1
1.751408383E1,5.569290161E0,-2.793593979E1,-2.944247437E1,4.096697477E1
1.752414283E1,5.662796021E0,-2.823779297E1,-2.962457275E1,4.131652843E1
1.753420083E1,5.432327271E0,-2.817322540E1,-2.950393677E1,4.115486720E1
1.754425983E1,5.509872437E0,-2.821990585E1,-2.938937378E1,4.111516839E1
1.755431783E1,5.822814941E0,-2.838700104E1,-2.909844971E1,4.106637039E1
1.756437683E1,5.928848267E0,-2.847034836E1,-2.947500610E1,4.140637586E1
1.757443483E1,5.924346924E0,-2.837948608E1,-2.952554321E1,4.137935257E1
1.758449383E1,5.876464844E0,-2.834519958E1,-2.945208740E1,4.129659345E1
1.759455183E1,6.069793701E0,-2.867814636E1,-2.908776855E1,4.129620750E1
1.760461083E1,5.766204834E0,-2.863158798E1,-2.890289307E1,4.109007394E1
1.761466983E1,5.932250977E0,-2.856907654E1,-2.895465088E1,4.110663625E1
1.762472783E1,6.125198364E0,-2.863914490E1,-2.887936401E1,4.113072260E1
1.763478683E1,5.752014160E0,-2.842655563E1,-2.886767578E1,4.092062362E1
1.764484483E1,5.938995361E0,-2.865523911E1,-2.882089233E1,4.107357093E1
1.765490383E1,5.967315674E0,-2.858936310E1,-2.889956665E1,4.108704773E1
1.766496183E1,5.928329468E0,-2.881860352E1,-2.871279907E1,4.111060483E1
1.767502083E1,5.896545410E0,-2.877892303E1,-2.904989624E1,4.131455107E1
1.768507983E1,5.718643188E0,-2.890893936E1,-2.901004028E1,4.135229247E1
1.769513783E1,5.864746094E0,-2.885483551E1,-2.909774780E1,4.139656636E1
1.770519683E1,5.923660278E0,-2.907954788E1,-2.920291138E1,4.163556039E1
1.771525483E1,5.790542603E0,-2.915746307E1,-2.893457031E1,4.148370036E1
1.772531383E1,5.682098389E0,-2.915852737E1,-2.944686890E1,4.182850761E1
1.773537183E1,5.606094360E0,-2.939569473E1,-2.949716187E1,4.201925417E1
1.774543083E1,5.626129150E0,-2.921612549E1,-2.983715820E1,4.213657945E1
1.775548983E1,5.588638306E0,-2.924675751E1,-2.976608276E1,4.210255795E1
1.776554783E1,5.498062134E0,-2.885445404E1,-2.967004395E1,4.175068518E1
1.777560683E1,5.883392334E0,-2.880578613E1,-2.997247314E1,4.198495881E1
1.778566483E1,5.825683594E0,-2.903145218E1,-2.933639526E1,4.168198522E1
1.779572383E1,5.697036743E0,-2.903580475E1,-2.947875977E1,4.176758866E1
1.780578183E1,5.678298950E0,-2.901275635E1,-2.980645752E1,4.198104358E1
1.781584083E1,5.727264404E0,-2.915553665E1,-2.982766724E1,4.210150363E1
1.782589883E1,5.654449463E0,-2.912366104E1,-3.018786621E1,4.232573328E1
1.783595783E1,5.741317749E0,-2.932111740E1,-2.965762329E1,4.209828113E1
1.784601683E1,5.674407959E0,-2.932740784E1,-2.978314209E1,4.218212073E1
1.785607483E1,5.658355713E0,-2.945527649E1,-2.993649292E1,4.237716261E1
1.786613383E1,5.475158691E0,-2.933380508E1,-2.978237915E1,4.215969155E1
1.787619183E1,5.495162964E0,-2.940238571E1,-2.975524902E1,4.219089885E1
1.788625083E1,5.222183228E0,-2.971994400E1,-3.005883789E1,4.259201808E1
1.789630883E1,5.343292236E0,-2.966340637E1,-2.949002075E1,4.216787608E1
1.790636783E1,5.466125488E0,-2.956356812E1,-2.981170654E1,4.233935444E1
1.791642683E1,5.290115356E0,-2.964673615E1,-2.955630493E1,4.219584631E1
1.792648483E1,5.654144287E0,-2.947105026E1,-2.976168823E1,4.226429034E1
1.793654383E1,5.559387207E0,-2.923593521E1,-3.003518677E1,4.228190083E1
1.794660183E1,5.599624634E0,-2.922871780E1,-3.022830200E1,4.241961790E1
1.795666083E1,5.624465942E0,-2.926358032E1,-3.050158691E1,4.264198113E1
1.796671883E1,6.022842407E0,-2.908871841E1,-3.054724121E1,4.260941346E1
1.797677783E1,5.970535278E0,-2.892303467E1,-3.048959351E1,4.244766823E1
1.798683683E1,6.149169922E0,-2.886784363E1,-3.055865479E1,4.248524531E1
1.799689483E1,6.010848999E0,-2.883532333E1,-3.075805664E1,4.258713686E1
1.800695383E1,6.259963989E0,-2.841772461E1,-3.081072998E1,4.237989267E1
1.801701183E1,6.429168701E0,-2.872568512E1,-3.076980591E1,4.258262734E1
1.802707083E1,6.437133789E0,-2.870083618E1,-3.077929688E1,4.257393340E1
1.803712883E1,6.344970703E0,-2.847768021E1,-3.112786865E1,4.266358084E1
1.804718783E1,6.400283813E0,-2.856127167E1,-3.127172852E1,4.283259129E1
1.805724683E1,6.343597412E0,-2.839331436E1,-3.113153076E1,4.260978451E1
1.806730483E1,6.213134766E0,-2.827088928E1,-3.116177368E1,4.253119283E1
1.807736383E1,6.271224976E0,-2.847267151E1,-3.164477539E1,4.302805010E1
1.808742183E1,6.555297852E0,-2.846703720E1,-3.133047485E1,4.283623223E1
1.809748083E1,6.632385254E0,-2.826307297E1,-3.171023560E1,4.299219545E1
1.810753883E1,6.730850220E0,-2.811589432E1,-3.187753296E1,4.303469490E1
1.811759783E1,6.686965942E0,-2.789987564E1,-3.204208374E1,4.300946064E1
1.812765583E1,6.918060303E0,-2.791892242E1,-3.220645142E1,4.318079782E1
1.813771483E1,7.134933472E0,-2.781594467E1,-3.243820190E1,4.332286921E1
1.814777383E1,6.981369019E0,-2.774061584E1,-3.238629150E1,4.321056767E1
1.815783183E1,7.416427612E0,-2.787049484E1,-3.211300659E1,4.316263516E1
1.816789083E1,7.629989624E0,-2.761332703E1,-3.244549561E1,4.328305392E1
1.817794883E1,7.249145508E0,-2.747980118E1,-3.265679932E1,4.329152486E1
1.818800783E1,7.305618286E0,-2.768955994E1,-3.263912964E1,4.342115350E1
1.819806583E1,6.951446533E0,-2.781076050E1,-3.281936646E1,4.357604643E1
1.820812483E1,7.112213135E0,-2.745155716E1,-3.308050537E1,4.357168119E1
1.821818383E1,7.112213135E0,-2.745155716E1,-3.308050537E1,4.357168119E1
1.822824508E1,7.229080200E0,-2.767008972E1,-3.315213013E1,4.378306976E1
1.823830408E1,7.254104614E0,-2.744480515E1,-3.363064575E1,4.400976820E1
1.824836208E1,7.323013306E0,-2.737910461E1,-3.315261841E1,4.361579990E1
1.825842108E1,7.146194458E0,-2.738796997E1,-3.329864502E1,4.370318929E1
1.826847908E1,7.532867432E0,-2.749256516E1,-3.301257324E1,4.361668514E1
1.827853808E1,7.444778442E0,-2.735651016E1,-3.305929565E1,4.355135364E1
1.828859708E1,7.246887207E0,-2.734571075E1,-3.320196533E1,4.361967186E1
1.829865508E1,7.166824341E0,-2.725910950E1,-3.325628662E1,4.359361216E1
1.830871408E1,7.353424072E0,-2.716476440E1,-3.274313354E1,4.317534094E1
1.831877208E1,7.353424072E0,-2.716476440E1,-3.274313354E1,4.317534094E1
1.832883108E1,7.410430908E0,-2.744686508E1,-3.293600464E1,4.350891047E1
1.833888908E1,7.377349854E0,-2.751295471E1,-3.285690308E1,4.348521643E1
1.834894808E1,7.621002197E0,-2.729871750E1,-3.286193848E1,4.339592898E1
1.835900708E1,7.616897583E0,-2.710937119E1,-3.313406372E1,4.348334524E1
1.836906508E1,8.003463745E0,-2.730948639E1,-3.312005615E1,4.366693942E1
1.837912408E1,7.692749023E0,-2.736373520E1,-3.300082397E1,4.355464125E1
1.838918208E1,7.658447266E0,-2.743669891E1,-3.338677979E1,4.388737092E1
1.839924108E1,7.479431152E0,-2.746216965E1,-3.335021973E1,4.384460979E1
1.840929908E1,7.511123657E0,-2.755262375E1,-3.343447876E1,4.397076783E1
1.841935808E1,7.608535767E0,-2.742149353E1,-3.354727173E1,4.399144876E1
1.842941608E1,7.604583740E0,-2.772817993E1,-3.390896606E1,4.445784111E1
1.843947508E1,7.518417358E0,-2.764276123E1,-3.422967529E1,4.463540656E1
1.844953408E1,7.733261108E0,-2.752758789E1,-3.396682739E1,4.439951335E1
1.845959208E1,8.011871338E0,-2.772169495E1,-3.357357788E1,4.427039174E1
1.846965108E1,8.091064453E0,-2.743046570E1,-3.340975952E1,4.397849251E1
1.847970908E1,8.078643799E0,-2.730286789E1,-3.377896118E1,4.417838045E1
1.848976808E1,8.256820679E0,-2.695787048E1,-3.411160278E1,4.425498066E1
1.849982608E1,8.494323730E0,-2.691369247E1,-3.410556030E1,4.426838174E1
1.850988508E1,8.680664062E0,-2.693752670E1,-3.432363892E1,4.448703701E1
1.851994408E1,8.505950928E0,-2.707771301E1,-3.408761597E1,4.435672785E1
1.853000208E1,8.777908325E0,-2.673929596E1,-3.422247314E1,4.430823051E1
1.854006108E1,8.475326538E0,-2.666217041E1,-3.403384399E1,4.405683861E1
1.855011908E1,8.434310913E0,-2.708585358E1,-3.385391235E1,4.416863645E1
1.856017808E1,8.383071899E0,-2.717646027E1,-3.367068481E1,4.407437921E1
1.857023608E1,8.277572632E0,-2.743507767E1,-3.357742310E1,4.414345973E1
1.858029508E1,8.308746338E0,-2.754599380E1,-3.346005249E1,4.412926640E1
1.859035408E1,8.380126953E0,-2.778314209E1,-3.343569946E1,4.427274004E1
1.860041208E1,7.863143921E0,-2.792779922E1,-3.363311768E1,4.441821255E1
1.861047108E1,7.889526367E0,-2.779602051E1,-3.329800415E1,4.408651112E1
1.862052908E1,7.719604492E0,-2.803792953E1,-3.343933105E1,4.431598637E1
1.863058808E1,7.879714966E0,-2.796098709E1,-3.357623291E1,4.439898787E1
1.864064608E1,8.107177734E0,-2.784225082E1,-3.379205322E1,4.452886842E1
1.865070508E1,8.300048828E0,-2.824843597E1,-3.375991821E1,4.479505579E1
1.866076408E1,8.348770142E0,-2.799715424E1,-3.384866333E1,4.471324879E1
1.867082208E1,8.190292358E0,-2.764171219E1,-3.391113281E1,4.450966266E1
1.868088108E1,8.316772461E0,-2.788715363E1,-3.386389160E1,4.465003019E1
1.869093908E1,8.326080322E0,-2.768741989E1,-3.379220581E1,4.447280076E1
1.870099808E1,8.483505249E0,-2.762915421E1,-3.386798096E1,4.452392792E1
1.871105608E1,8.593688965E0,-2.751563644E1,-3.419726562E1,4.472599597E1
1.872111508E1,8.726699829E0,-2.748801041E1,-3.376681519E1,4.440657399E1
1.873117408E1,8.797622681E0,-2.736955643E1,-3.365655518E1,4.426346677E1
1.874123208E1,8.787826538E0,-2.743964386E1,-3.388665771E1,4.447994516E1
1.875129108E1,8.815795898E0,-2.770572662E1,-3.359603882E1,4.442993776E1
1.876134908E1,8.579330444E0,-2.737508774E1,-3.409426880E1,4.455804646E1
1.877140808E1,8.582916260E0,-2.760405350E1,-3.405279541E1,4.466814409E1
1.878146608E1,8.571472168E0,-2.776919937E1,-3.409442139E1,4.479986762E1
1.879152508E1,8.651138306E0,-2.784502029E1,-3.412591553E1,4.488613884E1
1.880158408E1,8.873764038E0,-2.755740356E1,-3.393209839E1,4.460427648E1
1.881164208E1,8.899993896E0,-2.739380646E1,-3.365167236E1,4.429520941E1
1.882170108E1,8.738586426E0,-2.744628525E1,-3.389837646E1,4.448327094E1
1.883175908E1,8.777099609E0,-2.747413635E1,-3.397793579E1,4.456866350E1
1.884181808E1,8.865020752E0,-2.759343719E1,-3.388507080E1,4.458906135E1
1.885187608E1,8.499603271E0,-2.758562851E1,-3.413870239E1,4.470638833E1
1.886193508E1,8.232940674E0,-2.741175079E1,-3.457043457E1,4.488095743E1
1.887199408E1,8.354232788E0,-2.736532974E1,-3.435906982E1,4.471241613E1
1.888205208E1,8.378189087E0,-2.738175583E1,-3.454870605E1,4.487279459E1
1.889211108E1,8.501708984E0,-2.734345245E1,-3.461788940E1,4.492595814E1
1.890216908E1,8.338989258E0,-2.704678345E1,-3.462890625E1,4.472391290E1
1.891222808E1,8.396072388E0,-2.704762268E1,-3.436743164E1,4.453300216E1
