"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.473700154E1,-5.701095581E0,-5.559890747E0,-5.194760132E1,5.255443044E1
1.474706054E1,-5.367660522E0,-5.389621735E0,-5.176574707E1,5.232162432E1
1.475711954E1,-5.535202026E0,-5.253200531E0,-5.171237183E1,5.227240168E1
1.476717854E1,-5.068298340E0,-4.769176483E0,-5.176312256E1,5.222885744E1
1.477723754E1,-5.287124634E0,-4.932003021E0,-5.193820190E1,5.243906137E1
1.478729650E1,-5.136215210E0,-4.563121796E0,-5.195068359E1,5.240301817E1
1.479735550E1,-5.117660522E0,-4.514743805E0,-5.183444214E1,5.228176310E1
1.480741350E1,-5.300247192E0,-4.322391510E0,-5.182403564E1,5.227338098E1
1.481747250E1,-5.036315918E0,-4.519184113E0,-5.170599365E1,5.214688181E1
1.482753150E1,-5.168777466E0,-4.528732300E0,-5.222946167E1,5.267961981E1
1.483759050E1,-5.291213989E0,-4.475933075E0,-5.196322632E1,5.242335178E1
1.484764950E1,-5.307205200E0,-4.403781891E0,-5.219552612E1,5.264914690E1
1.485770850E1,-5.096237183E0,-4.420818329E0,-5.137686157E1,5.181792328E1
1.486776750E1,-5.394805908E0,-4.679878235E0,-5.168344116E1,5.217454630E1
1.487782650E1,-5.594131470E0,-4.420169830E0,-5.199114990E1,5.247772743E1
1.488788550E1,-5.525695801E0,-4.159275055E0,-5.187216187E1,5.233119586E1
1.489794450E1,-5.687835693E0,-3.874496460E0,-5.184243774E1,5.229724227E1
1.490800350E1,-5.708679199E0,-3.493843079E0,-5.179324341E1,5.222390277E1
1.491806250E1,-5.597595215E0,-3.466144562E0,-5.191418457E1,5.233000850E1
1.492812150E1,-5.466247559E0,-3.181091309E0,-5.221377563E1,5.259541397E1
1.493818050E1,-5.487228394E0,-3.223686218E0,-5.207650757E1,5.246393493E1
1.494823950E1,-5.055908203E0,-3.336616516E0,-5.244122314E1,5.278993372E1
1.495829850E1,-4.849548340E0,-3.413242340E0,-5.208300781E1,5.241953877E1
1.496835750E1,-4.690353394E0,-3.511470795E0,-5.184692383E1,5.217694273E1
1.497841650E1,-4.527038574E0,-3.474807739E0,-5.192434692E1,5.223701916E1
1.498847550E1,-4.384780884E0,-3.313819885E0,-5.206631470E1,5.235559981E1
1.499853450E1,-4.322738647E0,-3.551956177E0,-5.217388916E1,5.247301375E1
1.500859350E1,-4.558639526E0,-3.836425781E0,-5.244049072E1,5.277787817E1
1.501865250E1,-4.742233276E0,-3.814308167E0,-5.258770752E1,5.293868817E1
1.502871150E1,-4.796386719E0,-3.867767334E0,-5.304727173E1,5.340391360E1
1.503877050E1,-4.822097778E0,-4.314624786E0,-5.262210083E1,5.301843179E1
1.504882950E1,-4.814208984E0,-4.427986145E0,-5.229241943E1,5.269991271E1
1.505888750E1,-4.153579712E0,-4.761028290E0,-5.248690796E1,5.286582187E1
1.506894650E1,-3.859924316E0,-5.108879089E0,-5.235003662E1,5.274017440E1
1.507900550E1,-3.240112305E0,-5.451732635E0,-5.257778931E1,5.295888636E1
1.508906450E1,-2.712692261E0,-5.652828217E0,-5.252423096E1,5.289714552E1
1.509912350E1,-2.130874634E0,-5.928024292E0,-5.251766968E1,5.289411808E1
1.510918250E1,-1.744583130E0,-6.356586456E0,-5.257788086E1,5.298946421E1
1.511924150E1,-1.658294678E0,-6.565200806E0,-5.248348999E1,5.291850834E1
1.512930050E1,-1.961853027E0,-6.286266327E0,-5.230917358E1,5.272206040E1
1.513935950E1,-2.148010254E0,-6.183547974E0,-5.278073120E1,5.318510882E1
1.514941850E1,-2.418807983E0,-6.442703247E0,-5.254638672E1,5.299511123E1
1.515947750E1,-2.735214233E0,-6.567527771E0,-5.259927368E1,5.307821973E1
1.516953650E1,-2.977066040E0,-6.740322113E0,-5.252752686E1,5.304183200E1
1.517959550E1,-3.142471313E0,-7.077194214E0,-5.253860474E1,5.310618412E1
1.518965450E1,-2.993194580E0,-6.743766785E0,-5.243240356E1,5.294898061E1
1.519971350E1,-2.597396851E0,-6.670928955E0,-5.220700073E1,5.269552817E1
1.520977250E1,-2.532058716E0,-6.585292816E0,-5.194531250E1,5.242225571E1
1.521983150E1,-2.727996826E0,-6.591156006E0,-5.214730835E1,5.263294664E1
1.522989050E1,-2.490463257E0,-6.496665955E0,-5.221566772E1,5.267717752E1
1.523994950E1,-2.437240601E0,-6.453323364E0,-5.212731934E1,5.258177389E1
1.525000850E1,-2.411148071E0,-6.449493408E0,-5.226675415E1,5.271833827E1
1.526006750E1,-2.409133911E0,-6.476543427E0,-5.173364258E1,5.219309643E1
1.527012650E1,-2.743072510E0,-6.539367676E0,-5.215478516E1,5.263467860E1
1.528018550E1,-2.642700195E0,-6.268062592E0,-5.233694458E1,5.277715643E1
1.529024450E1,-2.386169434E0,-6.138874054E0,-5.220120239E1,5.261506543E1
1.530030350E1,-2.465179443E0,-6.041152954E0,-5.226824951E1,5.267392662E1
1.531036250E1,-2.022262573E0,-5.824436188E0,-5.227932739E1,5.264163443E1
1.532042150E1,-1.920120239E0,-5.453956604E0,-5.222598267E1,5.254508321E1
1.533047950E1,-1.915649414E0,-5.217323303E0,-5.203216553E1,5.232816091E1
1.534053850E1,-1.845306396E0,-5.130023956E0,-5.230130005E1,5.258467731E1
1.535059750E1,-2.017349243E0,-5.174251556E0,-5.262710571E1,5.291932381E1
1.536065650E1,-2.145309448E0,-5.080844879E0,-5.264208984E1,5.293020839E1
1.537071550E1,-2.355133057E0,-4.799407959E0,-5.210272217E1,5.237627923E1
1.538077450E1,-2.312393188E0,-4.685379028E0,-5.257159424E1,5.283060155E1
1.539083350E1,-2.508712769E0,-4.356719971E0,-5.253671265E1,5.277670721E1
1.540089250E1,-2.448120117E0,-4.473892212E0,-5.281735229E1,5.306299753E1
1.541095150E1,-2.368774414E0,-4.331363678E0,-5.250167847E1,5.273327266E1
1.542101050E1,-2.254425049E0,-4.165046692E0,-5.269119263E1,5.290360882E1
1.543106950E1,-2.369903564E0,-4.106445312E0,-5.270321655E1,5.291605022E1
1.544112850E1,-2.512084961E0,-3.981445312E0,-5.273223877E1,5.294196335E1
1.545118750E1,-2.743072510E0,-3.760288239E0,-5.283868408E1,5.304329128E1
1.546124650E1,-2.548355103E0,-3.527118683E0,-5.244680786E1,5.262701146E1
1.547130550E1,-2.696029663E0,-3.411033630E0,-5.259298706E1,5.277239822E1
1.548136450E1,-2.785598755E0,-3.413867950E0,-5.287030029E1,5.305358337E1
1.549142350E1,-2.801345825E0,-3.195369720E0,-5.310198975E1,5.327174900E1
1.550148250E1,-2.930892944E0,-3.140476227E0,-5.324267578E1,5.341568355E1
1.551154150E1,-2.750015259E0,-3.445617676E0,-5.303314209E1,5.321605984E1
1.552160050E1,-2.539886475E0,-3.499771118E0,-5.315670776E1,5.333230730E1
1.553165950E1,-1.976638794E0,-3.438827515E0,-5.299475098E1,5.314297947E1
1.554171850E1,-1.726379395E0,-3.429309845E0,-5.330520630E1,5.344329303E1
1.555177750E1,-1.022476196E0,-3.790428162E0,-5.315695190E1,5.330172923E1
1.556183650E1,-6.947631836E-1,-3.825737000E0,-5.322695923E1,5.336879377E1
1.557189550E1,-1.252136230E-1,-3.977279663E0,-5.294628906E1,5.309561147E1
1.558195450E1,1.421813965E-1,-3.787231445E0,-5.281805420E1,5.295384960E1
1.559201350E1,6.471557617E-1,-3.856002808E0,-5.297293091E1,5.311703095E1
1.560207150E1,4.588928223E-1,-3.557823181E0,-5.335534668E1,5.347580488E1
1.561213050E1,4.256591797E-1,-3.692737579E0,-5.336782837E1,5.349712704E1
1.562218950E1,3.700561523E-1,-3.864051819E0,-5.331326294E1,5.345439031E1
1.563224850E1,5.781707764E-1,-3.849254608E0,-5.338018799E1,5.352191619E1
1.564230750E1,5.337982178E-1,-3.771785736E0,-5.349026489E1,5.362573772E1
1.565236650E1,5.878143311E-1,-3.731979370E0,-5.318676758E1,5.332077870E1
1.566242550E1,3.727722168E-1,-3.610221863E0,-5.294094849E1,5.306521165E1
1.567248450E1,2.993316650E-1,-3.894435883E0,-5.296292114E1,5.310675330E1
1.568254350E1,7.410430908E-1,-3.652168274E0,-5.292208862E1,5.305313320E1
1.569260250E1,5.282440186E-1,-3.831871033E0,-5.330877686E1,5.344892859E1
1.570266150E1,7.632598877E-1,-3.609363556E0,-5.309194946E1,5.321996964E1
1.571272050E1,8.382110596E-1,-3.645721436E0,-5.305801392E1,5.318972385E1
1.572277950E1,1.242965698E0,-4.088363647E0,-5.277661133E1,5.294931902E1
1.573283850E1,1.309188843E0,-4.039810181E0,-5.308950806E1,5.325908286E1
1.574289750E1,1.055999756E0,-4.317951202E0,-5.315930176E1,5.334483294E1
1.575295650E1,1.103652954E0,-4.675273895E0,-5.267849731E1,5.289707284E1
1.576301550E1,1.057647705E0,-5.147392273E0,-5.278018188E1,5.304113371E1
1.577307450E1,9.989471436E-1,-5.355087280E0,-5.251647949E1,5.279825256E1
1.578313350E1,1.330718994E0,-5.461376190E0,-5.301354980E1,5.331072974E1
1.579319242E1,1.327514648E0,-5.804862976E0,-5.293240356E1,5.326629400E1
1.580325142E1,1.393707275E0,-5.513587952E0,-5.250534058E1,5.281243093E1
1.581331042E1,1.375244141E0,-5.565937042E0,-5.253924561E1,5.285114266E1
1.582336942E1,1.393997192E0,-5.444808960E0,-5.280691528E1,5.310517371E1
1.583342842E1,1.495880127E0,-5.218772888E0,-5.279467773E1,5.307307458E1
1.584348742E1,1.933181763E0,-5.341114044E0,-5.273355103E1,5.303859062E1
1.585354642E1,2.030136108E0,-5.263706207E0,-5.307263184E1,5.337164327E1
1.586360542E1,2.369476318E0,-5.034271240E0,-5.299142456E1,5.328273062E1
1.587366442E1,2.400634766E0,-4.833950043E0,-5.281036377E1,5.308544661E1
1.588372342E1,2.726318359E0,-4.770736694E0,-5.306393433E1,5.334766974E1
1.589378142E1,2.828353882E0,-4.747287750E0,-5.296682739E1,5.325430622E1
1.590384042E1,2.971466064E0,-4.623912811E0,-5.257373047E1,5.286026216E1
1.591389942E1,2.894577026E0,-4.438003540E0,-5.270394897E1,5.296962044E1
1.592395842E1,2.995788574E0,-4.354595184E0,-5.297906494E1,5.324207519E1
1.593401742E1,2.905364990E0,-4.222667694E0,-5.300827026E1,5.325550473E1
1.594407642E1,3.124420166E0,-4.063636780E0,-5.275119019E1,5.299965294E1
1.595413542E1,3.202026367E0,-3.846752167E0,-5.301007080E1,5.324582689E1
1.596419442E1,3.579101562E0,-3.528499603E0,-5.325555420E1,5.349218943E1
1.597425342E1,3.918319702E0,-3.161941528E0,-5.322714233E1,5.346475273E1
1.598431242E1,4.310028076E0,-2.917991638E0,-5.306591797E1,5.332056514E1
1.599437142E1,4.707885742E0,-2.643001556E0,-5.325930786E1,5.353226615E1
1.600443042E1,4.823730469E0,-2.553123474E0,-5.317767334E1,5.345700849E1
1.601448942E1,4.871429443E0,-3.033256531E0,-5.349594116E1,5.380285486E1
1.602454842E1,4.948654175E0,-3.428386688E0,-5.319482422E1,5.353440330E1
1.603460742E1,4.826843262E0,-3.571357727E0,-5.326132202E1,5.359870740E1
1.604466642E1,4.740478516E0,-3.327869415E0,-5.320513916E1,5.351947014E1
1.605472542E1,4.421279907E0,-3.667560577E0,-5.314099121E1,5.345057215E1
1.606478442E1,4.203903198E0,-3.796344757E0,-5.289764404E1,5.320005433E1
1.607484342E1,4.064208984E0,-3.694824219E0,-5.306872559E1,5.335221791E1
1.608490242E1,4.119338989E0,-3.946132660E0,-5.275292969E1,5.306046087E1
1.609496142E1,3.950256348E0,-4.327201843E0,-5.338296509E1,5.370353957E1
1.610502042E1,4.165634155E0,-4.576015472E0,-5.329489136E1,5.365293907E1
1.611507942E1,4.128585815E0,-4.715873718E0,-5.324081421E1,5.360847865E1
1.612513842E1,4.165496826E0,-5.296466827E0,-5.347723389E1,5.390007856E1
1.613519742E1,4.484466553E0,-5.535427094E0,-5.324038696E1,5.371489735E1
1.614525642E1,4.618606567E0,-6.041080475E0,-5.316372681E1,5.370482313E1
1.615531542E1,4.094253540E0,-6.373828888E0,-5.277441406E1,5.331535788E1
1.616537442E1,3.897048950E0,-6.482624054E0,-5.303137207E1,5.356806725E1
1.617543342E1,3.464767456E0,-6.629604340E0,-5.321545410E1,5.373863436E1
1.618549142E1,3.349685669E0,-6.580017090E0,-5.285720825E1,5.337041768E1
1.619555042E1,2.995376587E0,-6.597034454E0,-5.295965576E1,5.345295392E1
1.620560942E1,3.133438110E0,-6.790603638E0,-5.302087402E1,5.354571705E1
1.621566842E1,3.518569946E0,-7.169311523E0,-5.325103760E1,5.384656319E1
1.622572742E1,3.429306030E0,-7.743415833E0,-5.298184204E1,5.365441468E1
1.623578642E1,3.327804565E0,-8.339019775E0,-5.311862183E1,5.387208478E1
1.624584542E1,3.518020630E0,-8.615314484E0,-5.256506348E1,5.338245040E1
1.625590442E1,3.419570923E0,-8.885318756E0,-5.244500732E1,5.330216832E1
1.626596342E1,2.944458008E0,-9.348625183E0,-5.272018433E1,5.362354391E1
1.627602242E1,2.852905273E0,-9.709743500E0,-5.263140869E1,5.359555362E1
1.628608142E1,2.285659790E0,-9.943183899E0,-5.288320923E1,5.385837878E1
1.629614042E1,2.147476196E0,-1.008081818E1,-5.288757324E1,5.388255703E1
1.630619942E1,1.665573120E0,-1.029726410E1,-5.300436401E1,5.402101800E1
1.631625842E1,1.276596069E0,-1.020791245E1,-5.261740112E1,5.361363702E1
1.632631742E1,9.555511475E-1,-1.013912201E1,-5.265426636E1,5.363009080E1
1.633637642E1,7.336425781E-1,-1.000507736E1,-5.271490479E1,5.366098202E1
1.634643542E1,7.312164307E-1,-9.890132904E0,-5.265802002E1,5.358373334E1
1.635649442E1,4.897613525E-1,-9.965740204E0,-5.318157959E1,5.410948393E1
1.636655342E1,6.595764160E-1,-9.976562500E0,-5.305163574E1,5.398558044E1
1.637661242E1,4.950561523E-1,-9.741878510E0,-5.291821289E1,5.380972526E1
1.638667142E1,3.347167969E-1,-9.651081085E0,-5.315145874E1,5.402159723E1
1.639673042E1,5.861968994E-1,-9.606987000E0,-5.294055176E1,5.380836224E1
1.640678942E1,3.060913086E-1,-9.551090240E0,-5.327929688E1,5.412947896E1
1.641684842E1,1.847229004E-1,-9.345821381E0,-5.301498413E1,5.383276922E1
1.642690742E1,-5.386352539E-3,-9.220191956E0,-5.300973511E1,5.380561295E1
1.643696642E1,-4.094238281E-1,-9.228286743E0,-5.316882324E1,5.396529134E1
1.644702542E1,-5.141601562E-1,-9.314720154E0,-5.317721558E1,5.398930106E1
1.645708442E1,-8.788452148E-1,-9.101001740E0,-5.323263550E1,5.401216607E1
1.646714342E1,-1.453094482E0,-9.223945618E0,-5.350479126E1,5.431349136E1
1.647720242E1,-1.452484131E0,-9.021286011E0,-5.317398071E1,5.395336446E1
1.648726142E1,-1.681488037E0,-8.913402557E0,-5.325936890E1,5.402625771E1
1.649732042E1,-1.694839478E0,-8.692718506E0,-5.324200439E1,5.397357564E1
1.650737842E1,-1.576568604E0,-8.482627869E0,-5.298883057E1,5.368665299E1
1.651743742E1,-1.814208984E0,-8.210594177E0,-5.327578735E1,5.393528279E1
1.652749642E1,-2.084121704E0,-7.940834045E0,-5.334439087E1,5.397244154E1
1.653755542E1,-2.337203979E0,-7.637527466E0,-5.321817017E1,5.381419872E1
1.654761442E1,-2.427337646E0,-7.393665314E0,-5.320870972E1,5.377476215E1
1.655767342E1,-2.678253174E0,-7.447795868E0,-5.332073975E1,5.390495330E1
1.656773242E1,-2.950973511E0,-7.296951294E0,-5.330206299E1,5.388008595E1
1.657779142E1,-3.193023682E0,-7.429832458E0,-5.313348389E1,5.374537115E1
1.658785042E1,-3.307296753E0,-7.274677277E0,-5.320346069E1,5.380025438E1
1.659790942E1,-3.367736816E0,-7.365867615E0,-5.323941040E1,5.385194961E1
1.660796842E1,-3.375106812E0,-7.291316986E0,-5.329074097E1,5.389302109E1
1.661802742E1,-3.065612793E0,-7.495384216E0,-5.331271362E1,5.392424501E1
1.662808642E1,-2.976470947E0,-7.345863342E0,-5.338766479E1,5.397280648E1
1.663814542E1,-2.504013062E0,-7.284259796E0,-5.360482788E1,5.415540688E1
1.664820442E1,-2.145034790E0,-7.433380127E0,-5.367941284E1,5.423408225E1
1.665826342E1,-2.000152588E0,-7.445770264E0,-5.375967407E1,5.430969215E1
1.666832242E1,-1.500045776E0,-7.514038086E0,-5.308789062E1,5.363799993E1
1.667838142E1,-1.359710693E0,-7.546882629E0,-5.339111328E1,5.393899543E1
1.668844042E1,-1.172561646E0,-7.924919128E0,-5.368606567E1,5.428050195E1
1.669849942E1,-1.308349609E0,-8.064647675E0,-5.338549805E1,5.400705253E1
1.670855842E1,-1.076751709E0,-8.177162170E0,-5.311627197E1,5.375280201E1
1.671861742E1,-1.030639648E0,-8.308311462E0,-5.334841919E1,5.400133413E1
1.672867642E1,-8.755493164E-1,-8.557167053E0,-5.270825195E1,5.340553828E1
1.673873542E1,-7.184143066E-1,-8.386207581E0,-5.302569580E1,5.368956148E1
1.674879442E1,-3.100433350E-1,-8.298198700E0,-5.354931641E1,5.418934873E1
1.675885342E1,-2.506866455E-1,-7.986595154E0,-5.351321411E1,5.410649342E1
1.676891242E1,1.847229004E-1,-7.671630859E0,-5.293994141E1,5.349322797E1
1.677897142E1,2.754669189E-1,-7.368167877E0,-5.337243652E1,5.387933519E1
1.678903042E1,1.963653564E-1,-7.392910004E0,-5.332315063E1,5.383355897E1
1.679908942E1,3.127593994E-1,-7.567493439E0,-5.320022583E1,5.373666164E1
1.680914842E1,1.261901855E-2,-7.668025970E0,-5.337515259E1,5.392314619E1
1.681920742E1,-1.623687744E-1,-8.496257782E0,-5.312988281E1,5.380517826E1
1.682926642E1,-3.779754639E-1,-8.865985870E0,-5.307766724E1,5.381437847E1
1.683932442E1,-6.851348877E-1,-9.299926758E0,-5.327606201E1,5.408601327E1
1.684938342E1,-7.885131836E-1,-9.622310638E0,-5.307800293E1,5.394891111E1
1.685944242E1,-1.061828613E0,-1.001095581E1,-5.301840210E1,5.396570835E1
1.686950142E1,-1.320175171E0,-1.004488373E1,-5.293191528E1,5.389276581E1
1.687956042E1,-1.215408325E0,-1.044646835E1,-5.266839600E1,5.370815446E1
1.688961942E1,-1.390090942E0,-1.040536118E1,-5.245989990E1,5.349995319E1
1.689967842E1,-1.616699219E0,-9.898151398E0,-5.244458008E1,5.339495385E1
1.690973742E1,-1.344894409E0,-1.003316879E1,-5.258764648E1,5.355309309E1
1.691979642E1,-1.184524536E0,-9.493976593E0,-5.305230713E1,5.390812538E1
1.692985542E1,-1.112213135E0,-9.317878723E0,-5.301947021E1,5.384351497E1
1.693991442E1,-9.588470459E-1,-9.193912506E0,-5.278717041E1,5.359041682E1
1.694997342E1,-9.955291748E-1,-8.987716675E0,-5.308029175E1,5.384503228E1
1.696003242E1,-1.030014038E0,-9.061161041E0,-5.355239868E1,5.432333728E1
1.697009142E1,-1.081237793E0,-8.867530823E0,-5.333511353E1,5.407805944E1
1.698015042E1,-1.219940186E0,-8.848281860E0,-5.378582764E1,5.452243209E1
1.699020942E1,-1.270187378E0,-8.807029724E0,-5.330053711E1,5.403817544E1
1.700026842E1,-1.578872681E0,-8.725654602E0,-5.357312012E1,5.430201733E1
1.701032742E1,-2.003707886E0,-8.342517853E0,-5.322589111E1,5.391296629E1
1.702038642E1,-1.666519165E0,-8.113834381E0,-5.342596436E1,5.406426973E1
1.703044542E1,-1.973999023E0,-7.931751251E0,-5.365347290E1,5.427250229E1
1.704050442E1,-1.720382690E0,-7.451019287E0,-5.340054321E1,5.394530026E1
1.705056342E1,-2.037643433E0,-7.358352661E0,-5.371469116E1,5.425463474E1
1.706062242E1,-1.691177368E0,-6.922893524E0,-5.397024536E1,5.443871710E1
1.707068142E1,-1.613296509E0,-6.944412231E0,-5.344982910E1,5.392320296E1
1.708074042E1,-1.495697021E0,-6.290435791E0,-5.356906128E1,5.395786336E1
1.709079942E1,-1.156509399E0,-5.942173004E0,-5.355041504E1,5.389150104E1
1.710085842E1,-1.265838623E0,-6.092658997E0,-5.375811768E1,5.411707731E1
1.711091742E1,-1.199356079E0,-6.189346313E0,-5.369680786E1,5.406564193E1
1.712097642E1,-1.229370117E0,-6.319782257E0,-5.378149414E1,5.416548819E1
1.713103542E1,-1.139877319E0,-6.403419495E0,-5.348382568E1,5.387784991E1
1.714109442E1,-1.023223877E0,-6.651130676E0,-5.335702515E1,5.377970490E1
1.715115342E1,-1.244171143E0,-7.081836700E0,-5.345764160E1,5.393903798E1
1.716121242E1,-1.201690674E0,-7.461601257E0,-5.328829956E1,5.382157954E1
1.717127042E1,-9.066162109E-1,-7.983741760E0,-5.355136108E1,5.415081125E1
1.718132942E1,-8.649139404E-1,-8.277225494E0,-5.293719482E1,5.358737849E1
1.719138842E1,-8.497009277E-1,-8.329456329E0,-5.318054199E1,5.383560050E1
1.720144742E1,-9.305725098E-1,-8.493259430E0,-5.341094971E1,5.409002653E1
1.721150642E1,-6.751251221E-1,-8.878917694E0,-5.308374023E1,5.382540711E1
1.722156542E1,-3.517456055E-1,-8.772903442E0,-5.295788574E1,5.368077144E1
1.723162442E1,6.889343262E-2,-8.992599487E0,-5.325180054E1,5.400579462E1
1.724168342E1,2.421569824E-1,-9.030334473E0,-5.277648926E1,5.354403234E1
1.725174242E1,3.094940186E-1,-9.199279785E0,-5.272470093E1,5.352211340E1
1.726180142E1,2.088012695E-1,-9.000934601E0,-5.319088745E1,5.394748307E1
1.727186042E1,-1.613006592E-1,-8.720119476E0,-5.322296143E1,5.393282975E1
1.728191942E1,-2.607574463E-1,-8.845928192E0,-5.284896851E1,5.358481046E1
1.729197842E1,-6.135101318E-1,-8.656658173E0,-5.340112305E1,5.410170116E1
1.730203742E1,-7.684020996E-1,-8.854991913E0,-5.287329102E1,5.361516788E1
1.731209642E1,-5.552520752E-1,-9.015678406E0,-5.279544067E1,5.356257385E1
1.732215542E1,-5.423431396E-1,-8.991844177E0,-5.296740723E1,5.372795944E1
1.733221442E1,-3.954010010E-1,-9.124271393E0,-5.299557495E1,5.377675738E1
1.734227342E1,1.757965088E-1,-9.111465454E0,-5.307867432E1,5.385531890E1
1.735233242E1,5.911712646E-1,-9.371723175E0,-5.284161377E1,5.366949622E1
1.736239142E1,1.019729614E0,-9.195972443E0,-5.251504517E1,5.332387576E1
1.737245042E1,1.118621826E0,-9.194332123E0,-5.305932617E1,5.386166681E1
1.738250942E1,1.415649414E0,-9.438156128E0,-5.273733521E1,5.359393043E1
1.739256842E1,1.448898315E0,-9.535842896E0,-5.297781372E1,5.384868014E1
1.740262742E1,1.212692261E0,-9.593730927E0,-5.266342163E1,5.354387242E1
1.741268642E1,1.167755127E0,-9.435714722E0,-5.264999390E1,5.350157214E1
1.742274542E1,8.386535645E-1,-9.502586365E0,-5.244631958E1,5.330683751E1
1.743280442E1,7.422180176E-1,-9.272964478E0,-5.262203979E1,5.343798116E1
1.744286342E1,5.367736816E-1,-9.208942413E0,-5.281738281E1,5.361686930E1
1.745292242E1,3.940734863E-1,-9.140190125E0,-5.258843994E1,5.337829507E1
1.746298142E1,3.015441895E-1,-9.138679504E0,-5.317269897E1,5.395314920E1
1.747304042E1,6.082763672E-1,-9.143871307E0,-5.255801392E1,5.335096259E1
1.748309942E1,5.718383789E-1,-8.869960785E0,-5.267825317E1,5.342285617E1
1.749315842E1,6.314239502E-1,-8.817794800E0,-5.279794312E1,5.353293377E1
1.750321742E1,4.005432129E-1,-8.651870728E0,-5.262991333E1,5.333782034E1
1.751327542E1,6.919555664E-1,-8.620639801E0,-5.277706909E1,5.348096161E1
1.752333442E1,7.525787354E-1,-8.187259674E0,-5.325515747E1,5.388607791E1
1.753339342E1,8.636169434E-1,-8.258003235E0,-5.315457153E1,5.379915359E1
1.754345242E1,7.727508545E-1,-8.114322662E0,-5.308193970E1,5.370411249E1
1.755351142E1,5.617675781E-1,-7.895324707E0,-5.315325928E1,5.373937762E1
1.756357042E1,4.315643311E-1,-7.715538025E0,-5.305603027E1,5.361583836E1
1.757362942E1,3.853302002E-1,-7.756523132E0,-5.328881836E1,5.385174364E1
1.758368842E1,-2.035980225E-1,-7.338085175E0,-5.358364868E1,5.408415990E1
1.759374742E1,-3.679962158E-1,-7.281497955E0,-5.324340820E1,5.374026564E1
1.760380642E1,-4.952545166E-1,-7.055271149E0,-5.330151367E1,5.376870361E1
1.761386542E1,-6.678619385E-1,-6.699398041E0,-5.313156128E1,5.355642611E1
1.762392442E1,-5.904846191E-1,-6.567001343E0,-5.311993408E1,5.352757771E1
1.763398342E1,-7.570495605E-1,-6.127075195E0,-5.315042114E1,5.350776992E1
1.764404242E1,-7.502136230E-1,-5.904148102E0,-5.338696289E1,5.371768416E1
1.765410142E1,-5.467224121E-1,-5.786361694E0,-5.332675171E1,5.364255153E1
1.766416042E1,-5.214691162E-1,-5.853298187E0,-5.325256348E1,5.357582054E1
1.767421942E1,-7.250823975E-1,-5.599208832E0,-5.359371948E1,5.389029274E1
1.768427842E1,-6.334686279E-1,-5.442623138E0,-5.369537354E1,5.397422133E1
1.769433742E1,-5.139617920E-1,-5.521724701E0,-5.353701782E1,5.382346958E1
1.770439642E1,-5.146026611E-1,-5.526748657E0,-5.340887451E1,5.369653288E1
1.771445542E1,-7.452697754E-1,-5.656986237E0,-5.363235474E1,5.393502012E1
1.772451442E1,-4.700622559E-1,-5.816596985E0,-5.364071655E1,5.395720741E1
1.773457342E1,-4.240722656E-1,-5.625965118E0,-5.376196289E1,5.405719170E1
1.774463242E1,-3.244476318E-1,-5.627216339E0,-5.366482544E1,5.396002520E1
1.775469142E1,-2.169952393E-1,-5.642475128E0,-5.374392700E1,5.403974743E1
1.776475042E1,-1.934204102E-1,-5.499561310E0,-5.332019043E1,5.360340748E1
1.777480942E1,-2.295684814E-1,-5.429206848E0,-5.375238037E1,5.402635824E1
1.778486842E1,-4.523162842E-1,-5.156814575E0,-5.383825684E1,5.408655310E1
1.779492738E1,-3.209381104E-1,-4.962814331E0,-5.366638184E1,5.389631775E1
1.780498638E1,-4.728393555E-1,-5.164802551E0,-5.386303711E1,5.411215694E1
1.781504538E1,-3.555908203E-1,-4.819515228E0,-5.378915405E1,5.400580770E1
1.782510438E1,-2.382965088E-1,-4.423866272E0,-5.385079956E1,5.403273074E1
1.783516338E1,-1.894836426E-1,-4.394954681E0,-5.428295898E1,5.446091412E1
1.784522238E1,-8.050537109E-2,-4.324298859E0,-5.412445068E1,5.429698153E1
1.785528137E1,-4.187011719E-2,-4.284137726E0,-5.389419556E1,5.406422018E1
1.786534037E1,3.057250977E-1,-4.094001770E0,-5.358050537E1,5.373755553E1
1.787539838E1,4.598999023E-1,-4.206016541E0,-5.368234253E1,5.384882527E1
1.788545738E1,7.033538818E-1,-4.421447754E0,-5.356982422E1,5.375658075E1
1.789551638E1,8.306884766E-1,-4.522212982E0,-5.393414307E1,5.412977223E1
1.790557538E1,5.508270264E-1,-5.114704132E0,-5.352026367E1,5.376692508E1
1.791563438E1,4.515838623E-1,-5.456481934E0,-5.372006226E1,5.399835379E1
1.792569338E1,4.693908691E-1,-5.991584778E0,-5.317117310E1,5.350974738E1
1.793575238E1,2.852325439E-1,-6.218784332E0,-5.312115479E1,5.348468680E1
1.794581138E1,1.540069580E-1,-6.401538849E0,-5.346798706E1,5.385006089E1
1.795587038E1,1.614074707E-1,-6.425354004E0,-5.353390503E1,5.391836620E1
1.796592938E1,-2.133178711E-2,-6.629833221E0,-5.358978271E1,5.399833289E1
1.797598838E1,7.165527344E-2,-6.612327576E0,-5.364651489E1,5.405253528E1
1.798604738E1,-9.588623047E-2,-6.406021118E0,-5.316641235E1,5.355103830E1
